source_id,slug,title,corpus,open
jw-letter-1756b-14-to-nicholas-norton,jw/letters/1756b/14-to-nicholas-norton,B 14 To Nicholas Norton,jw-letters,True
jw-letter-1756b-15-to-samuel-walker,jw/letters/1756b/15-to-samuel-walker,B 15 To Samuel Walker,jw-letters,True
jw-letter-1756b-16-to-the-monthly-reviewers,jw/letters/1756b/16-to-the-monthly-reviewers,B 16 To The Monthly Reviewers,jw-letters,True
jw-letter-1756b-17-to-mrs-hall,jw/letters/1756b/17-to-mrs-hall,B 17 To Mrs Hall,jw-letters,True
jw-letter-1756b-18-to-james-clark,jw/letters/1756b/18-to-james-clark,B 18 To James Clark,jw-letters,True
jw-letter-1756b-19-to-the-monthly-reviewers,jw/letters/1756b/19-to-the-monthly-reviewers,B 19 To The Monthly Reviewers,jw-letters,True
jw-letter-1756b-20-to-james-hervey,jw/letters/1756b/20-to-james-hervey,B 20 To James Hervey,jw-letters,True
jw-letter-1756b-21-to-captain-richard-williams,jw/letters/1756b/21-to-captain-richard-williams,B 21 To Captain Richard Williams,jw-letters,True
jw-letter-1756b-22-to-samuel-furly,jw/letters/1756b/22-to-samuel-furly,B 22 To Samuel Furly,jw-letters,True
jw-letter-1756b-23-to-samuel-furly,jw/letters/1756b/23-to-samuel-furly,B 23 To Samuel Furly,jw-letters,True
jw-letter-1756b-24-to-samuel-furly,jw/letters/1756b/24-to-samuel-furly,B 24 To Samuel Furly,jw-letters,True
jw-letter-1756b-25-to-dorothy-furly,jw/letters/1756b/25-to-dorothy-furly,B 25 To Dorothy Furly,jw-letters,True
jw-letter-1757-01-to-matthew-errington,jw/letters/1757/01-to-matthew-errington,01 To Matthew Errington,jw-letters,True
jw-letter-1757-02-to-samuel-furly,jw/letters/1757/02-to-samuel-furly,02 To Samuel Furly,jw-letters,True
jw-letter-1757-03-to-thomas-olivers,jw/letters/1757/03-to-thomas-olivers,03 To Thomas Olivers,jw-letters,True
jw-letter-1757-04-to-his-wife,jw/letters/1757/04-to-his-wife,04 To His Wife,jw-letters,True
jw-letter-1757-05-to-dorothy-furly,jw/letters/1757/05-to-dorothy-furly,05 To Dorothy Furly,jw-letters,True
jw-letter-1757-06-to-ebezezer-blackwell,jw/letters/1757/06-to-ebezezer-blackwell,06 To Ebezezer Blackwell,jw-letters,True
jw-letter-1757-07-to-mrs-crosby,jw/letters/1757/07-to-mrs-crosby,07 To Mrs Crosby,jw-letters,True
jw-letter-1757-08-to-dorthy-furly,jw/letters/1757/08-to-dorthy-furly,08 To Dorthy Furly,jw-letters,True
jw-letter-1757-09-to-dorothy-furly,jw/letters/1757/09-to-dorothy-furly,09 To Dorothy Furly,jw-letters,True
jw-letter-1757-10-to-mrs-crosby,jw/letters/1757/10-to-mrs-crosby,10 To Mrs Crosby,jw-letters,True
jw-letter-1757-11-to-min-crosby-at-mr-kents-bricklayer,jw/letters/1757/11-to-min-crosby-at-mr-kents-bricklayer,11 To Min Crosby At Mr Kents Bricklayer,jw-letters,True
jw-letter-1757-12-to-dorothy-furly,jw/letters/1757/12-to-dorothy-furly,12 To Dorothy Furly,jw-letters,True
jw-letter-1757-13-to-samuel-furly,jw/letters/1757/13-to-samuel-furly,13 To Samuel Furly,jw-letters,True
jw-letter-1757-14-to-dorothy-furly,jw/letters/1757/14-to-dorothy-furly,14 To Dorothy Furly,jw-letters,True
jw-letter-1757-15-to-samuel-walker,jw/letters/1757/15-to-samuel-walker,15 To Samuel Walker,jw-letters,True
jw-letter-1757-16-to-dorothy-furly,jw/letters/1757/16-to-dorothy-furly,16 To Dorothy Furly,jw-letters,True
jw-letter-1757-17-to-samuel-furly,jw/letters/1757/17-to-samuel-furly,17 To Samuel Furly,jw-letters,True
jw-letter-1757-18-to-dorthy-furly,jw/letters/1757/18-to-dorthy-furly,18 To Dorthy Furly,jw-letters,True
jw-letter-1757-19-to-john-glass,jw/letters/1757/19-to-john-glass,19 To John Glass,jw-letters,True
jw-letter-1757-20-to-mrs-ryan,jw/letters/1757/20-to-mrs-ryan,20 To Mrs Ryan,jw-letters,True
jw-letter-1757-21-to-mrs-ryan,jw/letters/1757/21-to-mrs-ryan,21 To Mrs Ryan,jw-letters,True
jw-letter-1757-22-to-mrs-ryan,jw/letters/1757/22-to-mrs-ryan,22 To Mrs Ryan,jw-letters,True
jw-letter-1757-23-to-walter-sellon,jw/letters/1757/23-to-walter-sellon,23 To Walter Sellon,jw-letters,True
jw-letter-1757-24-to-mrs-ryan,jw/letters/1757/24-to-mrs-ryan,24 To Mrs Ryan,jw-letters,True
jw-letter-1758-01-to-micaiah-towgood,jw/letters/1758/01-to-micaiah-towgood,01 To Micaiah Towgood,jw-letters,True
jw-letter-1759-01-to-samuel-furly-london-february-17-1759,jw/letters/1759/01-to-samuel-furly-london-february-17-1759,01 To Samuel Furly London February 17 1759,jw-letters,True
jw-letter-1759-02-to-miss-london-february-21-1759,jw/letters/1759/02-to-miss-london-february-21-1759,02 To Miss London February 21 1759,jw-letters,True
jw-letter-1759-03-to-ebenezer-blackwell-editors-introductory-notes-1,jw/letters/1759/03-to-ebenezer-blackwell-editors-introductory-notes-1,03 To Ebenezer Blackwell Editors Introductory Notes 1,jw-letters,True
jw-letter-1759-04-to-william-alwood-editors-introductory-notes-1759,jw/letters/1759/04-to-william-alwood-editors-introductory-notes-1759,04 To William Alwood Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-05-to-dorothy-furly-norwich-march-6-1759,jw/letters/1759/05-to-dorothy-furly-norwich-march-6-1759,05 To Dorothy Furly Norwich March 6 1759,jw-letters,True
jw-letter-1759-06-to-matthew-lowes-editors-introductory-notes-1759,jw/letters/1759/06-to-matthew-lowes-editors-introductory-notes-1759,06 To Matthew Lowes Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-07-to-the-countess-of-huntingdon-editors-introductory,jw/letters/1759/07-to-the-countess-of-huntingdon-editors-introductory,07 To The Countess Of Huntingdon Editors Introductory,jw-letters,True
jw-letter-1759-08-to-ebenezer-blackwell-norwich-march-12-1759,jw/letters/1759/08-to-ebenezer-blackwell-norwich-march-12-1759,08 To Ebenezer Blackwell Norwich March 12 1759,jw-letters,True
jw-letter-1759-09-to-miss-johnson-colchester-march-20-1759,jw/letters/1759/09-to-miss-johnson-colchester-march-20-1759,09 To Miss Johnson Colchester March 20 1759,jw-letters,True
jw-letter-1759-10-to-william-alwood-norwich-march-29-1759,jw/letters/1759/10-to-william-alwood-norwich-march-29-1759,10 To William Alwood Norwich March 29 1759,jw-letters,True
jw-letter-1759-11-to-his-wife-grimsby-april-9-1759,jw/letters/1759/11-to-his-wife-grimsby-april-9-1759,11 To His Wife Grimsby April 9 1759,jw-letters,True
jw-letter-1759-12-to-sir-james-lowther-afterwards-earl-of-lonsdale-e,jw/letters/1759/12-to-sir-james-lowther-afterwards-earl-of-lonsdale-e,12 To Sir James Lowther Afterwards Earl Of Lonsdale E,jw-letters,True
jw-letter-1759-13-to-clayton-carthy-editors-introductory-notes-1759,jw/letters/1759/13-to-clayton-carthy-editors-introductory-notes-1759,13 To Clayton Carthy Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-14-to-sir-james-lowther-newcastle-upon-tyne-june-1-17,jw/letters/1759/14-to-sir-james-lowther-newcastle-upon-tyne-june-1-17,14 To Sir James Lowther Newcastle Upon Tyne June 1 17,jw-letters,True
jw-letter-1759-15-to-dr-taylor-of-norwich-editors-introductory-notes,jw/letters/1759/15-to-dr-taylor-of-norwich-editors-introductory-notes,15 To Dr Taylor Of Norwich Editors Introductory Notes,jw-letters,True
jw-letter-1759-16-to-samuel-furly-editors-introductory-notes-1759,jw/letters/1759/16-to-samuel-furly-editors-introductory-notes-1759,16 To Samuel Furly Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-17-to-miss-c---york-july-15-1759,jw/letters/1759/17-to-miss-c---york-july-15-1759,17 To Miss C   York July 15 1759,jw-letters,True
jw-letter-1759-18-to-mr----editors-introductory-notes-1759,jw/letters/1759/18-to-mr----editors-introductory-notes-1759,18 To Mr    Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-19-to-dorothy-furly-editors-introductory-notes-1759,jw/letters/1759/19-to-dorothy-furly-editors-introductory-notes-1759,19 To Dorothy Furly Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-20-to-mr-jones-editors-introductory-notes-1759,jw/letters/1759/20-to-mr-jones-editors-introductory-notes-1759,20 To Mr Jones Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-21-to-richard-tompson-editors-introductory-notes-1759,jw/letters/1759/21-to-richard-tompson-editors-introductory-notes-1759,21 To Richard Tompson Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-22-to-the-editor-of-lloyds-evening-post-editors-intro,jw/letters/1759/22-to-the-editor-of-lloyds-evening-post-editors-intro,22 To The Editor Of Lloyds Evening Post Editors Intro,jw-letters,True
jw-letter-1759-23-to-his-wife-editors-introductory-notes-1759,jw/letters/1759/23-to-his-wife-editors-introductory-notes-1759,23 To His Wife Editors Introductory Notes 1759,jw-letters,True
jw-letter-1759-24-to-john-downes-rector-of-st-michaels-wood-street-e,jw/letters/1759/24-to-john-downes-rector-of-st-michaels-wood-street-e,24 To John Downes Rector Of St Michaels Wood Street E,jw-letters,True
jw-letter-1759-25-to-his-wife-bedford-november-24-1759,jw/letters/1759/25-to-his-wife-bedford-november-24-1759,25 To His Wife Bedford November 24 1759,jw-letters,True
jw-letter-1760-01-to-george-merryweather-brentford-january-24-1760,jw/letters/1760/01-to-george-merryweather-brentford-january-24-1760,01 To George Merryweather Brentford January 24 1760,jw-letters,True
jw-letter-1760-02-to-the-editor-of-lloyds-evening-post-editors-intro,jw/letters/1760/02-to-the-editor-of-lloyds-evening-post-editors-intro,02 To The Editor Of Lloyds Evening Post Editors Intro,jw-letters,True
jw-letter-1760-03-to-samuel-furly-editors-introductory-notes-1760,jw/letters/1760/03-to-samuel-furly-editors-introductory-notes-1760,03 To Samuel Furly Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-04-to-miss-march-editors-introductory-notes-1760,jw/letters/1760/04-to-miss-march-editors-introductory-notes-1760,04 To Miss March Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-05-to-ebenezer-blackwell-editors-introductory-notes-1,jw/letters/1760/05-to-ebenezer-blackwell-editors-introductory-notes-1,05 To Ebenezer Blackwell Editors Introductory Notes 1,jw-letters,True
jw-letter-1760-06-to-lady-rawdon-editors-introductory-notes-1760,jw/letters/1760/06-to-lady-rawdon-editors-introductory-notes-1760,06 To Lady Rawdon Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-07-to-his-wife-editors-introductory-notes-1760,jw/letters/1760/07-to-his-wife-editors-introductory-notes-1760,07 To His Wife Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-08-to-miss-march-editors-introductory-notes-1760,jw/letters/1760/08-to-miss-march-editors-introductory-notes-1760,08 To Miss March Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-09-to-miss-march-dublin-april-16-1760-eltham-is-a-bar,jw/letters/1760/09-to-miss-march-dublin-april-16-1760-eltham-is-a-bar,09 To Miss March Dublin April 16 1760 Eltham Is A Bar,jw-letters,True
jw-letter-1760-10-to-john-berridge-editors-introductory-notes-1760,jw/letters/1760/10-to-john-berridge-editors-introductory-notes-1760,10 To John Berridge Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-11-to-ebenezer-blackwell-newry-april-26-1760,jw/letters/1760/11-to-ebenezer-blackwell-newry-april-26-1760,11 To Ebenezer Blackwell Newry April 26 1760,jw-letters,True
jw-letter-1760-12-to-ebenezer-blackwell-editors-introductory-notes-1,jw/letters/1760/12-to-ebenezer-blackwell-editors-introductory-notes-1,12 To Ebenezer Blackwell Editors Introductory Notes 1,jw-letters,True
jw-letter-1760-13-to-lord-rawdon-sligo-may-18-1760,jw/letters/1760/13-to-lord-rawdon-sligo-may-18-1760,13 To Lord Rawdon Sligo May 18 1760,jw-letters,True
jw-letter-1760-14-to-dorothy-furly-athlone-june-1-1760,jw/letters/1760/14-to-dorothy-furly-athlone-june-1-1760,14 To Dorothy Furly Athlone June 1 1760,jw-letters,True
jw-letter-1760-15-to-samuel-furly-editors-introductory-notes-1760,jw/letters/1760/15-to-samuel-furly-editors-introductory-notes-1760,15 To Samuel Furly Editors Introductory Notes 1760,jw-letters,True
jw-letter-1760-16-to-his-brother-charles-editors-introductory-notes-,jw/letters/1760/16-to-his-brother-charles-editors-introductory-notes-,16 To His Brother Charles Editors Introductory Notes ,jw-letters,True
jw-letter-1760-17-to-miss-march-sligo-june-27-1760,jw/letters/1760/17-to-miss-march-sligo-june-27-1760,17 To Miss March Sligo June 27 1760,jw-letters,True
jw-letter-1760-18-to-his-wife-ennis-near-limerick-july-12-1760,jw/letters/1760/18-to-his-wife-ennis-near-limerick-july-12-1760,18 To His Wife Ennis Near Limerick July 12 1760,jw-letters,True
jw-letter-1760-19-to-john-trembath-cork-august-17-1760,jw/letters/1760/19-to-john-trembath-cork-august-17-1760,19 To John Trembath Cork August 17 1760,jw-letters,True
jw-letter-1760-20-to-samuel-furly-launceston-september-4-1760,jw/letters/1760/20-to-samuel-furly-launceston-september-4-1760,20 To Samuel Furly Launceston September 4 1760,jw-letters,True
jw-letter-1760-21-to-the-editor-of-the-london-chronicle-editors-intr,jw/letters/1760/21-to-the-editor-of-the-london-chronicle-editors-intr,21 To The Editor Of The London Chronicle Editors Intr,jw-letters,True
jw-letter-1760-22-to-his-brother-charles-redruth-september-21-1760,jw/letters/1760/22-to-his-brother-charles-redruth-september-21-1760,22 To His Brother Charles Redruth September 21 1760,jw-letters,True
jw-letter-1760-23-to-his-brother-charles-plymouth-dock-september-28-,jw/letters/1760/23-to-his-brother-charles-plymouth-dock-september-28-,23 To His Brother Charles Plymouth Dock September 28 ,jw-letters,True
jw-letter-1760-24-to-miss-march-london-november-11-1760,jw/letters/1760/24-to-miss-march-london-november-11-1760,24 To Miss March London November 11 1760,jw-letters,True
jw-letter-1760-25-to-the-editor-of-lloyds-evening-post-editors-intro,jw/letters/1760/25-to-the-editor-of-lloyds-evening-post-editors-intro,25 To The Editor Of Lloyds Evening Post Editors Intro,jw-letters,True
jw-letter-1760-26-to-mrs-abigail-brown-london-november-21-1760,jw/letters/1760/26-to-mrs-abigail-brown-london-november-21-1760,26 To Mrs Abigail Brown London November 21 1760,jw-letters,True
jw-letter-1760-27-to-the-editor-of-lloyds-evening-post-editors-intro,jw/letters/1760/27-to-the-editor-of-lloyds-evening-post-editors-intro,27 To The Editor Of Lloyds Evening Post Editors Intro,jw-letters,True
jw-letter-1760-28-to-the-editor-of-lloyds-evening-post-to-mr-somebod,jw/letters/1760/28-to-the-editor-of-lloyds-evening-post-to-mr-somebod,28 To The Editor Of Lloyds Evening Post To Mr Somebod,jw-letters,True
jw-letter-1760-29-to-samuel-furly-london-december-9-1760,jw/letters/1760/29-to-samuel-furly-london-december-9-1760,29 To Samuel Furly London December 9 1760,jw-letters,True
jw-letter-1760-30-to-the-editor-of-the-london-magazine-editors-intro,jw/letters/1760/30-to-the-editor-of-the-london-magazine-editors-intro,30 To The Editor Of The London Magazine Editors Intro,jw-letters,True
jw-letter-1760-31-to-miss-march-london-december-12-1760,jw/letters/1760/31-to-miss-march-london-december-12-1760,31 To Miss March London December 12 1760,jw-letters,True
jw-letter-1760-32-to-the-editor-of-lloyds-evening-post-to-mr-t-h-ali,jw/letters/1760/32-to-the-editor-of-lloyds-evening-post-to-mr-t-h-ali,32 To The Editor Of Lloyds Evening Post To Mr T H Ali,jw-letters,True
jw-letter-1761-01-to-the-editor-of-the-london-chronicle,jw/letters/1761/01-to-the-editor-of-the-london-chronicle,01 To The Editor Of The London Chronicle,jw-letters,True
jw-letter-1761-02-to-the-author-of-the-westminster-journal-the-new-w,jw/letters/1761/02-to-the-author-of-the-westminster-journal-the-new-w,02 To The Author Of The Westminster Journal The New W,jw-letters,True
jw-letter-1761-03-to-dorothy-furly,jw/letters/1761/03-to-dorothy-furly,03 To Dorothy Furly,jw-letters,True
jw-letter-1761-04-to-mrs-crosby,jw/letters/1761/04-to-mrs-crosby,04 To Mrs Crosby,jw-letters,True
jw-letter-1761-05-to-mr-g-r-alias-r-a-alias-m-k-alias-r-w,jw/letters/1761/05-to-mr-g-r-alias-r-a-alias-m-k-alias-r-w,05 To Mr G R Alias R A Alias M K Alias R W,jw-letters,True
jw-letter-1761-06-to-the-editor-of-the-london-chronicle,jw/letters/1761/06-to-the-editor-of-the-london-chronicle,06 To The Editor Of The London Chronicle,jw-letters,True
jw-letter-1761-07-to-sarah-moore,jw/letters/1761/07-to-sarah-moore,07 To Sarah Moore,jw-letters,True
jw-letter-1761-08-to-christopher-hopper,jw/letters/1761/08-to-christopher-hopper,08 To Christopher Hopper,jw-letters,True
jw-letter-1761-09-to-james-rouquet,jw/letters/1761/09-to-james-rouquet,09 To James Rouquet,jw-letters,True
jw-letter-1761-10-to-dr-green,jw/letters/1761/10-to-dr-green,10 To Dr Green,jw-letters,True
jw-letter-1761-11-to-george-downing,jw/letters/1761/11-to-george-downing,11 To George Downing,jw-letters,True
jw-letter-1761-12-to-the-earl-of-dartmouth,jw/letters/1761/12-to-the-earl-of-dartmouth,12 To The Earl Of Dartmouth,jw-letters,True
jw-letter-1761-13-to-his-wife,jw/letters/1761/13-to-his-wife,13 To His Wife,jw-letters,True
jw-letter-1761-14-to-thomas-olivers,jw/letters/1761/14-to-thomas-olivers,14 To Thomas Olivers,jw-letters,True
jw-letter-1761-15-to-mrs-booth,jw/letters/1761/15-to-mrs-booth,15 To Mrs Booth,jw-letters,True
jw-letter-1761-16-to-john-hosmer,jw/letters/1761/16-to-john-hosmer,16 To John Hosmer,jw-letters,True
jw-letter-1761-17-to-george-merryweather,jw/letters/1761/17-to-george-merryweather,17 To George Merryweather,jw-letters,True
jw-letter-1761-18-to-mrs-hall,jw/letters/1761/18-to-mrs-hall,18 To Mrs Hall,jw-letters,True
jw-letter-1761-19-to-miss-march,jw/letters/1761/19-to-miss-march,19 To Miss March,jw-letters,True
jw-letter-1761-20-to-alexander-coates,jw/letters/1761/20-to-alexander-coates,20 To Alexander Coates,jw-letters,True
jw-letter-1761-21-to-ebenezer-blackwell,jw/letters/1761/21-to-ebenezer-blackwell,21 To Ebenezer Blackwell,jw-letters,True
jw-letter-1761-22-to-ebenezer-blackwell,jw/letters/1761/22-to-ebenezer-blackwell,22 To Ebenezer Blackwell,jw-letters,True
jw-letter-1761-23-to-his-brother-charles,jw/letters/1761/23-to-his-brother-charles,23 To His Brother Charles,jw-letters,True
jw-letter-1761-24-to-samuel-furly,jw/letters/1761/24-to-samuel-furly,24 To Samuel Furly,jw-letters,True
jw-letter-1761-25-to-matthew-lowes,jw/letters/1761/25-to-matthew-lowes,25 To Matthew Lowes,jw-letters,True
jw-letter-1761-26-to-grace-walton,jw/letters/1761/26-to-grace-walton,26 To Grace Walton,jw-letters,True
jw-letter-1761-27-to-matthew-lowes,jw/letters/1761/27-to-matthew-lowes,27 To Matthew Lowes,jw-letters,True
jw-letter-1761-28-to-mrs-ryan,jw/letters/1761/28-to-mrs-ryan,28 To Mrs Ryan,jw-letters,True
jw-letter-1761-29-to-his-brother-charles,jw/letters/1761/29-to-his-brother-charles,29 To His Brother Charles,jw-letters,True
jw-letter-1761-30-to-elizabeth-hardy,jw/letters/1761/30-to-elizabeth-hardy,30 To Elizabeth Hardy,jw-letters,True
jw-letter-1762-01-to-christopher-hopper-norwich-january-18-1762,jw/letters/1762/01-to-christopher-hopper-norwich-january-18-1762,01 To Christopher Hopper Norwich January 18 1762,jw-letters,True
jw-letter-1762-02-to-samuel-furly-london-january-25-1762,jw/letters/1762/02-to-samuel-furly-london-january-25-1762,02 To Samuel Furly London January 25 1762,jw-letters,True
jw-letter-1762-03-to-matthew-lowes-london-january-25-1762,jw/letters/1762/03-to-matthew-lowes-london-january-25-1762,03 To Matthew Lowes London January 25 1762,jw-letters,True
jw-letter-1762-04-to-miss-j-c-march,jw/letters/1762/04-to-miss-j-c-march,04 To Miss J C March,jw-letters,True
jw-letter-1762-05-to-matthew-lowes-london-february-13-1762,jw/letters/1762/05-to-matthew-lowes-london-february-13-1762,05 To Matthew Lowes London February 13 1762,jw-letters,True
jw-letter-1762-06-to-thomas-rankin,jw/letters/1762/06-to-thomas-rankin,06 To Thomas Rankin,jw-letters,True
jw-letter-1762-07-to-henry-brooke,jw/letters/1762/07-to-henry-brooke,07 To Henry Brooke,jw-letters,True
jw-letter-1762-08-to-christopher-hopper-london-march-i-1762,jw/letters/1762/08-to-christopher-hopper-london-march-i-1762,08 To Christopher Hopper London March I 1762,jw-letters,True
jw-letter-1762-09-to-dr-horne,jw/letters/1762/09-to-dr-horne,09 To Dr Horne,jw-letters,True
jw-letter-1762-10-to-matthew-lowes-london-march-11-1762,jw/letters/1762/10-to-matthew-lowes-london-march-11-1762,10 To Matthew Lowes London March 11 1762,jw-letters,True
jw-letter-1762-11-to-thomas-rankin-bristol-march-20-1762-my-dear-bro,jw/letters/1762/11-to-thomas-rankin-bristol-march-20-1762-my-dear-bro,11 To Thomas Rankin Bristol March 20 1762 My Dear Bro,jw-letters,True
jw-letter-1762-12-to-miss-march-athlone-may-13-1762,jw/letters/1762/12-to-miss-march-athlone-may-13-1762,12 To Miss March Athlone May 13 1762,jw-letters,True
jw-letter-1762-13-to-samuel-furly-may-21-1762,jw/letters/1762/13-to-samuel-furly-may-21-1762,13 To Samuel Furly May 21 1762,jw-letters,True
jw-letter-1762-14-to-jenny-lee,jw/letters/1762/14-to-jenny-lee,14 To Jenny Lee,jw-letters,True
jw-letter-1762-15-to-christopher-hopper-cork-june-18-1762,jw/letters/1762/15-to-christopher-hopper-cork-june-18-1762,15 To Christopher Hopper Cork June 18 1762,jw-letters,True
jw-letter-1762-16-to-jenny-lee-cork-june-18-1762,jw/letters/1762/16-to-jenny-lee-cork-june-18-1762,16 To Jenny Lee Cork June 18 1762,jw-letters,True
jw-letter-1762-17-to-ebenezer-blackwell,jw/letters/1762/17-to-ebenezer-blackwell,17 To Ebenezer Blackwell,jw-letters,True
jw-letter-1762-18-to-samuel-furly-dublin-july-30-1762,jw/letters/1762/18-to-samuel-furly-dublin-july-30-1762,18 To Samuel Furly Dublin July 30 1762,jw-letters,True
jw-letter-1762-19-to-his-brother-charles,jw/letters/1762/19-to-his-brother-charles,19 To His Brother Charles,jw-letters,True
jw-letter-1762-20-to-dorothy-furly-st-ives-september-15-1762,jw/letters/1762/20-to-dorothy-furly-st-ives-september-15-1762,20 To Dorothy Furly St Ives September 15 1762,jw-letters,True
jw-letter-1762-21-to-samuel-furly-st-ives-september-15-1762,jw/letters/1762/21-to-samuel-furly-st-ives-september-15-1762,21 To Samuel Furly St Ives September 15 1762,jw-letters,True
jw-letter-1762-22-to-miss-march-bristol-october-9-1762,jw/letters/1762/22-to-miss-march-bristol-october-9-1762,22 To Miss March Bristol October 9 1762,jw-letters,True
jw-letter-1762-23-to-samuel-furly-bristol-october-13-1762,jw/letters/1762/23-to-samuel-furly-bristol-october-13-1762,23 To Samuel Furly Bristol October 13 1762,jw-letters,True
jw-letter-1762-24-to-thomas-maxfield,jw/letters/1762/24-to-thomas-maxfield,24 To Thomas Maxfield,jw-letters,True
jw-letter-1762-25-to-mrs-moon,jw/letters/1762/25-to-mrs-moon,25 To Mrs Moon,jw-letters,True
jw-letter-1762-26-to-his-brother-charles-london-december-11-1762,jw/letters/1762/26-to-his-brother-charles-london-december-11-1762,26 To His Brother Charles London December 11 1762,jw-letters,True
jw-letter-1762-27-to-jonah-freeman,jw/letters/1762/27-to-jonah-freeman,27 To Jonah Freeman,jw-letters,True
jw-letter-1762-28-to-samuel-furly-london-december-20-1762,jw/letters/1762/28-to-samuel-furly-london-december-20-1762,28 To Samuel Furly London December 20 1762,jw-letters,True
jw-letter-1762-29-to-his-brother-charles-london-december-23-1762,jw/letters/1762/29-to-his-brother-charles-london-december-23-1762,29 To His Brother Charles London December 23 1762,jw-letters,True
jw-letter-1763-01-to-his-brother-charles,jw/letters/1763/01-to-his-brother-charles,01 To His Brother Charles,jw-letters,True
jw-letter-1763-02-to-the-editor-of-the-london-chronicle,jw/letters/1763/02-to-the-editor-of-the-london-chronicle,02 To The Editor Of The London Chronicle,jw-letters,True
jw-letter-1763-03-to-thomas-maxfield,jw/letters/1763/03-to-thomas-maxfield,03 To Thomas Maxfield,jw-letters,True
jw-letter-1763-04-to-his-brother-charles,jw/letters/1763/04-to-his-brother-charles,04 To His Brother Charles,jw-letters,True
jw-letter-1763-05-to-the-editor-of-the-london-chronicle,jw/letters/1763/05-to-the-editor-of-the-london-chronicle,05 To The Editor Of The London Chronicle,jw-letters,True
jw-letter-1763-06-to-his-brother-charles,jw/letters/1763/06-to-his-brother-charles,06 To His Brother Charles,jw-letters,True
jw-letter-1763-07-to-his-brother-charles,jw/letters/1763/07-to-his-brother-charles,07 To His Brother Charles,jw-letters,True
jw-letter-1763-08-to-samuel-furly,jw/letters/1763/08-to-samuel-furly,08 To Samuel Furly,jw-letters,True
jw-letter-1763-09-to-the-editor-of-lloyds-evening-post,jw/letters/1763/09-to-the-editor-of-lloyds-evening-post,09 To The Editor Of Lloyds Evening Post,jw-letters,True
jw-letter-1763-10-to-the-countess-of-huntingdon,jw/letters/1763/10-to-the-countess-of-huntingdon,10 To The Countess Of Huntingdon,jw-letters,True
jw-letter-1763-11-to-mrs,jw/letters/1763/11-to-mrs,11 To Mrs,jw-letters,True
jw-letter-1763-12-to-the-editor-of-the-london-chronicle,jw/letters/1763/12-to-the-editor-of-the-london-chronicle,12 To The Editor Of The London Chronicle,jw-letters,True
jw-letter-1763-13-to-miss-march,jw/letters/1763/13-to-miss-march,13 To Miss March,jw-letters,True
jw-letter-1763-14-to-mr,jw/letters/1763/14-to-mr,14 To Mr,jw-letters,True
jw-letter-1763-15-to-mrs-maitland,jw/letters/1763/15-to-mrs-maitland,15 To Mrs Maitland,jw-letters,True
jw-letter-1763-16-to-jenny-lee,jw/letters/1763/16-to-jenny-lee,16 To Jenny Lee,jw-letters,True
jw-letter-1763-17-to-ann-foard,jw/letters/1763/17-to-ann-foard,17 To Ann Foard,jw-letters,True
jw-letter-1763-18-to-henry-venn,jw/letters/1763/18-to-henry-venn,18 To Henry Venn,jw-letters,True
jw-letter-1763-19-to-duncan-wright,jw/letters/1763/19-to-duncan-wright,19 To Duncan Wright,jw-letters,True
jw-letter-1763-20-to-richard-hart,jw/letters/1763/20-to-richard-hart,20 To Richard Hart,jw-letters,True
jw-letter-1763-21-to-dorothy-furly,jw/letters/1763/21-to-dorothy-furly,21 To Dorothy Furly,jw-letters,True
jw-letter-1763-22-to-mrs-bennis,jw/letters/1763/22-to-mrs-bennis,22 To Mrs Bennis,jw-letters,True
jw-letter-1763-23-to-christopher-hopper,jw/letters/1763/23-to-christopher-hopper,23 To Christopher Hopper,jw-letters,True
jw-letter-1763-24-to-george-merryweather,jw/letters/1763/24-to-george-merryweather,24 To George Merryweather,jw-letters,True
jw-letter-1763-25-to-lady-frances-gardiner,jw/letters/1763/25-to-lady-frances-gardiner,25 To Lady Frances Gardiner,jw-letters,True
jw-letter-1763-26-to-christopher-hopper,jw/letters/1763/26-to-christopher-hopper,26 To Christopher Hopper,jw-letters,True
jw-letter-1763-27-to-dorothy-furly,jw/letters/1763/27-to-dorothy-furly,27 To Dorothy Furly,jw-letters,True
jw-letter-1764-01-to-samuel-furly-london-january-14-1764,jw/letters/1764/01-to-samuel-furly-london-january-14-1764,01 To Samuel Furly London January 14 1764,jw-letters,True
jw-letter-1764-02-to-john-valton,jw/letters/1764/02-to-john-valton,02 To John Valton,jw-letters,True
