source_id,slug,title,corpus,open
jw-letter-1787-12-to-james-currie,jw/letters/1787/12-to-james-currie,12 To James Currie,jw-letters,True
jw-letter-1787-13-to-george-holder,jw/letters/1787/13-to-george-holder,13 To George Holder,jw-letters,True
jw-letter-1787-14-to-ann-bolton,jw/letters/1787/14-to-ann-bolton,14 To Ann Bolton,jw-letters,True
jw-letter-1787-15-to-henry-moore,jw/letters/1787/15-to-henry-moore,15 To Henry Moore,jw-letters,True
jw-letter-1787-16-to-elizabeth-padbury,jw/letters/1787/16-to-elizabeth-padbury,16 To Elizabeth Padbury,jw-letters,True
jw-letter-1787-17-to-miss-padbury-at-witflebury,jw/letters/1787/17-to-miss-padbury-at-witflebury,17 To Miss Padbury At Witflebury,jw-letters,False
jw-letter-1787-18-to-jonathan-crowther,jw/letters/1787/18-to-jonathan-crowther,18 To Jonathan Crowther,jw-letters,True
jw-letter-1787-19-to-james-barry,jw/letters/1787/19-to-james-barry,19 To James Barry,jw-letters,True
jw-letter-1787-20-to-william-black,jw/letters/1787/20-to-william-black,20 To William Black,jw-letters,True
jw-letter-1787-21-to-henry-moore,jw/letters/1787/21-to-henry-moore,21 To Henry Moore,jw-letters,True
jw-letter-1787-22-to-mrs-tighe,jw/letters/1787/22-to-mrs-tighe,22 To Mrs Tighe,jw-letters,True
jw-letter-1787-23-to-hannah-ball,jw/letters/1787/23-to-hannah-ball,23 To Hannah Ball,jw-letters,True
jw-letter-1787-24-to-sarah-mallet,jw/letters/1787/24-to-sarah-mallet,24 To Sarah Mallet,jw-letters,True
jw-letter-1787-25-to-isaac-brown,jw/letters/1787/25-to-isaac-brown,25 To Isaac Brown,jw-letters,True
jw-letter-1787-26-to-granville-sharp,jw/letters/1787/26-to-granville-sharp,26 To Granville Sharp,jw-letters,True
jw-letter-1787-27-to-mrs-rogers,jw/letters/1787/27-to-mrs-rogers,27 To Mrs Rogers,jw-letters,True
jw-letter-1787-28-to-alexander-mather,jw/letters/1787/28-to-alexander-mather,28 To Alexander Mather,jw-letters,True
jw-letter-1787-29-to-robert-carr-brackenbury,jw/letters/1787/29-to-robert-carr-brackenbury,29 To Robert Carr Brackenbury,jw-letters,True
jw-letter-1787-30-to-david-gordon,jw/letters/1787/30-to-david-gordon,30 To David Gordon,jw-letters,True
jw-letter-1787-31-to-john-king,jw/letters/1787/31-to-john-king,31 To John King,jw-letters,True
jw-letter-1787-32-to-zachariah-yewdall,jw/letters/1787/32-to-zachariah-yewdall,32 To Zachariah Yewdall,jw-letters,True
jw-letter-1787-33-to-adam-clarke,jw/letters/1787/33-to-adam-clarke,33 To Adam Clarke,jw-letters,True
jw-letter-1787-34-to-adam-clarke,jw/letters/1787/34-to-adam-clarke,34 To Adam Clarke,jw-letters,True
jw-letter-1787-35-to-thomas-funnell,jw/letters/1787/35-to-thomas-funnell,35 To Thomas Funnell,jw-letters,True
jw-letter-1787-36-to-alexander-suter,jw/letters/1787/36-to-alexander-suter,36 To Alexander Suter,jw-letters,True
jw-letter-1787-37-to-francis-asbury,jw/letters/1787/37-to-francis-asbury,37 To Francis Asbury,jw-letters,True
jw-letter-1787-38-to-the-rev-mr-asbury-at-mr-wellss-merchant,jw/letters/1787/38-to-the-rev-mr-asbury-at-mr-wellss-merchant,38 To The Rev Mr Asbury At Mr Wellss Merchant,jw-letters,True
jw-letter-1787-39-to-robert-dall,jw/letters/1787/39-to-robert-dall,39 To Robert Dall,jw-letters,True
jw-letter-1787-40-to-adam-clarke,jw/letters/1787/40-to-adam-clarke,40 To Adam Clarke,jw-letters,True
jw-letter-1787-41-to-thomas-wride,jw/letters/1787/41-to-thomas-wride,41 To Thomas Wride,jw-letters,True
jw-letter-1787-42-to-jane-bisson,jw/letters/1787/42-to-jane-bisson,42 To Jane Bisson,jw-letters,True
jw-letter-1787-43-to-robert-carr-brackenbury,jw/letters/1787/43-to-robert-carr-brackenbury,43 To Robert Carr Brackenbury,jw-letters,True
jw-letter-1787-44-to-james-ridall,jw/letters/1787/44-to-james-ridall,44 To James Ridall,jw-letters,True
jw-letter-1787-45-to-adam-clarke,jw/letters/1787/45-to-adam-clarke,45 To Adam Clarke,jw-letters,True
jw-letter-1787-46-to-mary-cooke,jw/letters/1787/46-to-mary-cooke,46 To Mary Cooke,jw-letters,True
jw-letter-1787-47-to-thomas-roberts,jw/letters/1787/47-to-thomas-roberts,47 To Thomas Roberts,jw-letters,True
jw-letter-1787-48-to-arthur-keene,jw/letters/1787/48-to-arthur-keene,48 To Arthur Keene,jw-letters,True
jw-letter-1787-49-to-joseph-benson,jw/letters/1787/49-to-joseph-benson,49 To Joseph Benson,jw-letters,True
jw-letter-1787-50-to-zachariah-yewdull,jw/letters/1787/50-to-zachariah-yewdull,50 To Zachariah Yewdull,jw-letters,True
jw-letter-1788a-01-to-adam-clarke,jw/letters/1788a/01-to-adam-clarke,A 01 To Adam Clarke,jw-letters,True
jw-letter-1788a-02-to-duncan-wright,jw/letters/1788a/02-to-duncan-wright,A 02 To Duncan Wright,jw-letters,True
jw-letter-1788a-03-to-mrs-barton,jw/letters/1788a/03-to-mrs-barton,A 03 To Mrs Barton,jw-letters,True
jw-letter-1788a-04-to-joseph-pescod,jw/letters/1788a/04-to-joseph-pescod,A 04 To Joseph Pescod,jw-letters,True
jw-letter-1788a-05-to-henry-moore,jw/letters/1788a/05-to-henry-moore,A 05 To Henry Moore,jw-letters,True
jw-letter-1788a-06-to-thomas-roberts,jw/letters/1788a/06-to-thomas-roberts,A 06 To Thomas Roberts,jw-letters,True
jw-letter-1788a-07-to-william-simpson,jw/letters/1788a/07-to-william-simpson,A 07 To William Simpson,jw-letters,True
jw-letter-1788a-08-to-robert-dull,jw/letters/1788a/08-to-robert-dull,A 08 To Robert Dull,jw-letters,True
jw-letter-1788a-09-to-his-brother-charles,jw/letters/1788a/09-to-his-brother-charles,A 09 To His Brother Charles,jw-letters,True
jw-letter-1788a-10-to-william-holmes,jw/letters/1788a/10-to-william-holmes,A 10 To William Holmes,jw-letters,True
jw-letter-1788a-11-to-mr-w-holmes-at-miss-williams,jw/letters/1788a/11-to-mr-w-holmes-at-miss-williams,A 11 To Mr W Holmes At Miss Williams,jw-letters,True
jw-letter-1788a-12-to-james-curtie,jw/letters/1788a/12-to-james-curtie,A 12 To James Curtie,jw-letters,True
jw-letter-1788a-13-to-henry-moore,jw/letters/1788a/13-to-henry-moore,A 13 To Henry Moore,jw-letters,True
jw-letter-1788a-14-to-jane-bisson,jw/letters/1788a/14-to-jane-bisson,A 14 To Jane Bisson,jw-letters,True
jw-letter-1788a-15-to-charles-wesley,jw/letters/1788a/15-to-charles-wesley,A 15 To Charles Wesley,jw-letters,True
jw-letter-1788a-16-to-ann-bolton,jw/letters/1788a/16-to-ann-bolton,A 16 To Ann Bolton,jw-letters,True
jw-letter-1788a-17-to-robert-carr-brackenbury,jw/letters/1788a/17-to-robert-carr-brackenbury,A 17 To Robert Carr Brackenbury,jw-letters,True
jw-letter-1788a-18-to-david-gordon,jw/letters/1788a/18-to-david-gordon,A 18 To David Gordon,jw-letters,True
jw-letter-1788a-19-to-his-brother-charles,jw/letters/1788a/19-to-his-brother-charles,A 19 To His Brother Charles,jw-letters,True
jw-letter-1788a-20-to-susanna-knapp,jw/letters/1788a/20-to-susanna-knapp,A 20 To Susanna Knapp,jw-letters,True
jw-letter-1788a-21-to-his-brother-charles,jw/letters/1788a/21-to-his-brother-charles,A 21 To His Brother Charles,jw-letters,True
jw-letter-1788a-22-to-jasper-winscom,jw/letters/1788a/22-to-jasper-winscom,A 22 To Jasper Winscom,jw-letters,True
jw-letter-1788a-23-to-his-niece-sarah-wesley,jw/letters/1788a/23-to-his-niece-sarah-wesley,A 23 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788a-24-to-sarah-mallet,jw/letters/1788a/24-to-sarah-mallet,A 24 To Sarah Mallet,jw-letters,True
jw-letter-1788a-25-to-charles-atmore,jw/letters/1788a/25-to-charles-atmore,A 25 To Charles Atmore,jw-letters,True
jw-letter-1788a-26-to-samuel-bradburn,jw/letters/1788a/26-to-samuel-bradburn,A 26 To Samuel Bradburn,jw-letters,True
jw-letter-1788a-27-to-his-nephew-charles-wesley,jw/letters/1788a/27-to-his-nephew-charles-wesley,A 27 To His Nephew Charles Wesley,jw-letters,True
jw-letter-1788a-28-to-his-brother-charles,jw/letters/1788a/28-to-his-brother-charles,A 28 To His Brother Charles,jw-letters,True
jw-letter-1788a-29-to-adam-clarke,jw/letters/1788a/29-to-adam-clarke,A 29 To Adam Clarke,jw-letters,True
jw-letter-1788a-30-to-his-nephew-samuel-wesley,jw/letters/1788a/30-to-his-nephew-samuel-wesley,A 30 To His Nephew Samuel Wesley,jw-letters,True
jw-letter-1788a-31-to-william-black,jw/letters/1788a/31-to-william-black,A 31 To William Black,jw-letters,True
jw-letter-1788a-32-to-john-stretton,jw/letters/1788a/32-to-john-stretton,A 32 To John Stretton,jw-letters,True
jw-letter-1788a-33-to-his-niece-sarah-wesley,jw/letters/1788a/33-to-his-niece-sarah-wesley,A 33 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788a-34-to-agnes-collinson,jw/letters/1788a/34-to-agnes-collinson,A 34 To Agnes Collinson,jw-letters,True
jw-letter-1788a-35-to-harriet-lewis,jw/letters/1788a/35-to-harriet-lewis,A 35 To Harriet Lewis,jw-letters,True
jw-letter-1788a-36-to-mrs-charles-wesley,jw/letters/1788a/36-to-mrs-charles-wesley,A 36 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788a-37-to-henry-moore,jw/letters/1788a/37-to-henry-moore,A 37 To Henry Moore,jw-letters,True
jw-letter-1788a-38-to-peard-dickinson,jw/letters/1788a/38-to-peard-dickinson,A 38 To Peard Dickinson,jw-letters,True
jw-letter-1788a-39-to-mrs-charles-wesley,jw/letters/1788a/39-to-mrs-charles-wesley,A 39 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788a-40-to-his-niece-sarah-wesley,jw/letters/1788a/40-to-his-niece-sarah-wesley,A 40 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788a-41-to-peard-dickinson,jw/letters/1788a/41-to-peard-dickinson,A 41 To Peard Dickinson,jw-letters,True
jw-letter-1788a-42-to-adam-clarke,jw/letters/1788a/42-to-adam-clarke,A 42 To Adam Clarke,jw-letters,True
jw-letter-1788a-43-to-mrs-charles-wesley,jw/letters/1788a/43-to-mrs-charles-wesley,A 43 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788a-44-to-his-niece-sarah-wesley,jw/letters/1788a/44-to-his-niece-sarah-wesley,A 44 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788a-45-to-william-simpson,jw/letters/1788a/45-to-william-simpson,A 45 To William Simpson,jw-letters,True
jw-letter-1788a-46-to-peard-dickinson,jw/letters/1788a/46-to-peard-dickinson,A 46 To Peard Dickinson,jw-letters,True
jw-letter-1788a-47-to-henry-moore,jw/letters/1788a/47-to-henry-moore,A 47 To Henry Moore,jw-letters,True
jw-letter-1788a-48-to-henry-moore,jw/letters/1788a/48-to-henry-moore,A 48 To Henry Moore,jw-letters,True
jw-letter-1788a-49-to-dr-coke,jw/letters/1788a/49-to-dr-coke,A 49 To Dr Coke,jw-letters,True
jw-letter-1788a-50-to-henry-moore,jw/letters/1788a/50-to-henry-moore,A 50 To Henry Moore,jw-letters,True
jw-letter-1788a-51-to-mrs-cock-jane-bisson,jw/letters/1788a/51-to-mrs-cock-jane-bisson,A 51 To Mrs Cock Jane Bisson,jw-letters,True
jw-letter-1788a-52-to-william-whitestone,jw/letters/1788a/52-to-william-whitestone,A 52 To William Whitestone,jw-letters,True
jw-letter-1788a-53-to-mrs-rogers,jw/letters/1788a/53-to-mrs-rogers,A 53 To Mrs Rogers,jw-letters,True
jw-letter-1788a-54-to-jasper-winscorn,jw/letters/1788a/54-to-jasper-winscorn,A 54 To Jasper Winscorn,jw-letters,True
jw-letter-1788a-55-to-his-niece-sarah-wesley,jw/letters/1788a/55-to-his-niece-sarah-wesley,A 55 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788a-56-to-the-millbourn-society,jw/letters/1788a/56-to-the-millbourn-society,A 56 To The Millbourn Society,jw-letters,True
jw-letter-1788a-57-to-mrs-blachford,jw/letters/1788a/57-to-mrs-blachford,A 57 To Mrs Blachford,jw-letters,True
jw-letter-1788a-58-to-christopher-hopper,jw/letters/1788a/58-to-christopher-hopper,A 58 To Christopher Hopper,jw-letters,True
jw-letter-1788a-59-to-henry-moore,jw/letters/1788a/59-to-henry-moore,A 59 To Henry Moore,jw-letters,True
jw-letter-1788a-60-to-thomas-taylor,jw/letters/1788a/60-to-thomas-taylor,A 60 To Thomas Taylor,jw-letters,True
jw-letter-1788a-61-to-mrs-fletcher,jw/letters/1788a/61-to-mrs-fletcher,A 61 To Mrs Fletcher,jw-letters,True
jw-letter-1788a-62-to-mrs-freeman,jw/letters/1788a/62-to-mrs-freeman,A 62 To Mrs Freeman,jw-letters,True
jw-letter-1788a-63-to-walter-churchey,jw/letters/1788a/63-to-walter-churchey,A 63 To Walter Churchey,jw-letters,True
jw-letter-1788a-64-to-mr-------,jw/letters/1788a/64-to-mr-------,A 64 To Mr       ,jw-letters,True
jw-letter-1788a-65-to-henry-moore,jw/letters/1788a/65-to-henry-moore,A 65 To Henry Moore,jw-letters,True
jw-letter-1788a-66-to-henry-brooke,jw/letters/1788a/66-to-henry-brooke,A 66 To Henry Brooke,jw-letters,True
jw-letter-1788a-67-to-peard-dickinson,jw/letters/1788a/67-to-peard-dickinson,A 67 To Peard Dickinson,jw-letters,True
jw-letter-1788a-68-to-the-rev-mr-dickinson-in-the-city-road,jw/letters/1788a/68-to-the-rev-mr-dickinson-in-the-city-road,A 68 To The Rev Mr Dickinson In The City Road,jw-letters,True
jw-letter-1788a-69-to-walter-churchey,jw/letters/1788a/69-to-walter-churchey,A 69 To Walter Churchey,jw-letters,True
jw-letter-1788a-70-to-adam-clarke,jw/letters/1788a/70-to-adam-clarke,A 70 To Adam Clarke,jw-letters,True
jw-letter-1788a-71-to-john-mann,jw/letters/1788a/71-to-john-mann,A 71 To John Mann,jw-letters,True
jw-letter-1788a-72-to-his-niece-sarah-wesley,jw/letters/1788a/72-to-his-niece-sarah-wesley,A 72 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788a-73-to-miss-wesley-at-the-rev-mr-dickinsons,jw/letters/1788a/73-to-miss-wesley-at-the-rev-mr-dickinsons,A 73 To Miss Wesley At The Rev Mr Dickinsons,jw-letters,False
jw-letter-1788a-74-to-samuel-bradburn,jw/letters/1788a/74-to-samuel-bradburn,A 74 To Samuel Bradburn,jw-letters,True
jw-letter-1788a-75-to-mr-bradburn-at-the-new-chapel,jw/letters/1788a/75-to-mr-bradburn-at-the-new-chapel,A 75 To Mr Bradburn At The New Chapel,jw-letters,True
jw-letter-1788a-76-to-henry-moore,jw/letters/1788a/76-to-henry-moore,A 76 To Henry Moore,jw-letters,True
jw-letter-1788a-77-to-mrs-ward,jw/letters/1788a/77-to-mrs-ward,A 77 To Mrs Ward,jw-letters,True
jw-letter-1788b-01-to-jasper-winscorn,jw/letters/1788b/01-to-jasper-winscorn,B 01 To Jasper Winscorn,jw-letters,True
jw-letter-1788b-02-to-francis-wrigley,jw/letters/1788b/02-to-francis-wrigley,B 02 To Francis Wrigley,jw-letters,True
jw-letter-1788b-03-to-mr-wrigley-at-the-preaching-house,jw/letters/1788b/03-to-mr-wrigley-at-the-preaching-house,B 03 To Mr Wrigley At The Preaching House,jw-letters,True
jw-letter-1788b-04-to-richard-whatcoat,jw/letters/1788b/04-to-richard-whatcoat,B 04 To Richard Whatcoat,jw-letters,True
jw-letter-1788b-05-to-the-rev-mr-whatcoat-at-philip-rogers-esq,jw/letters/1788b/05-to-the-rev-mr-whatcoat-at-philip-rogers-esq,B 05 To The Rev Mr Whatcoat At Philip Rogers Esq,jw-letters,True
jw-letter-1788b-06-to-walter-churchey,jw/letters/1788b/06-to-walter-churchey,B 06 To Walter Churchey,jw-letters,True
jw-letter-1788b-07-to-kitty-warren,jw/letters/1788b/07-to-kitty-warren,B 07 To Kitty Warren,jw-letters,True
jw-letter-1788b-08-to-alexander-suter,jw/letters/1788b/08-to-alexander-suter,B 08 To Alexander Suter,jw-letters,True
jw-letter-1788b-09-to-mrs-charles-wesley,jw/letters/1788b/09-to-mrs-charles-wesley,B 09 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788b-10-to-john-crook,jw/letters/1788b/10-to-john-crook,B 10 To John Crook,jw-letters,True
jw-letter-1788b-11-to-the-trustees-of-dewsbury,jw/letters/1788b/11-to-the-trustees-of-dewsbury,B 11 To The Trustees Of Dewsbury,jw-letters,True
jw-letter-1788b-12-to-sarah-mallet,jw/letters/1788b/12-to-sarah-mallet,B 12 To Sarah Mallet,jw-letters,True
jw-letter-1788b-13-to-ann-taylor,jw/letters/1788b/13-to-ann-taylor,B 13 To Ann Taylor,jw-letters,True
jw-letter-1788b-14-to-mrs-ward,jw/letters/1788b/14-to-mrs-ward,B 14 To Mrs Ward,jw-letters,True
jw-letter-1788b-15-to-frances-godfrey,jw/letters/1788b/15-to-frances-godfrey,B 15 To Frances Godfrey,jw-letters,True
jw-letter-1788b-16-to-mrs-charles-wesley,jw/letters/1788b/16-to-mrs-charles-wesley,B 16 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788b-17-to-walter-churchey,jw/letters/1788b/17-to-walter-churchey,B 17 To Walter Churchey,jw-letters,True
jw-letter-1788b-18-to-arthur-keene,jw/letters/1788b/18-to-arthur-keene,B 18 To Arthur Keene,jw-letters,True
jw-letter-1788b-19-to-lady-maxwell,jw/letters/1788b/19-to-lady-maxwell,B 19 To Lady Maxwell,jw-letters,True
jw-letter-1788b-20-to-ann-bolton,jw/letters/1788b/20-to-ann-bolton,B 20 To Ann Bolton,jw-letters,True
jw-letter-1788b-21-to-john-atlay,jw/letters/1788b/21-to-john-atlay,B 21 To John Atlay,jw-letters,True
jw-letter-1788b-22-to-elizabeth-baker,jw/letters/1788b/22-to-elizabeth-baker,B 22 To Elizabeth Baker,jw-letters,True
jw-letter-1788b-23-to-john-atlay,jw/letters/1788b/23-to-john-atlay,B 23 To John Atlay,jw-letters,True
jw-letter-1788b-24-to-his-niece-sarah-wesley,jw/letters/1788b/24-to-his-niece-sarah-wesley,B 24 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788b-25-to-john-atlay,jw/letters/1788b/25-to-john-atlay,B 25 To John Atlay,jw-letters,True
jw-letter-1788b-26-to-thomas-cooper,jw/letters/1788b/26-to-thomas-cooper,B 26 To Thomas Cooper,jw-letters,True
jw-letter-1788b-27-to-his-niece-sarah-wesley,jw/letters/1788b/27-to-his-niece-sarah-wesley,B 27 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788b-28-to-elizabeth-baker,jw/letters/1788b/28-to-elizabeth-baker,B 28 To Elizabeth Baker,jw-letters,True
jw-letter-1788b-29-to-joseph-benson,jw/letters/1788b/29-to-joseph-benson,B 29 To Joseph Benson,jw-letters,True
jw-letter-1788b-30-to-francis-asbury,jw/letters/1788b/30-to-francis-asbury,B 30 To Francis Asbury,jw-letters,True
jw-letter-1788b-31-to-henry-moore,jw/letters/1788b/31-to-henry-moore,B 31 To Henry Moore,jw-letters,True
jw-letter-1788b-32-to-mr------,jw/letters/1788b/32-to-mr------,B 32 To Mr      ,jw-letters,True
jw-letter-1788b-33-to-mrs-charles-wesley,jw/letters/1788b/33-to-mrs-charles-wesley,B 33 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788b-34-to-john-atlay,jw/letters/1788b/34-to-john-atlay,B 34 To John Atlay,jw-letters,True
jw-letter-1788b-35-to-his-niece-sarah-wesley,jw/letters/1788b/35-to-his-niece-sarah-wesley,B 35 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1788b-36-to-walter-churchey,jw/letters/1788b/36-to-walter-churchey,B 36 To Walter Churchey,jw-letters,True
jw-letter-1788b-37-to-lady-maxwell,jw/letters/1788b/37-to-lady-maxwell,B 37 To Lady Maxwell,jw-letters,True
jw-letter-1788b-38-to-jasper-winscon,jw/letters/1788b/38-to-jasper-winscon,B 38 To Jasper Winscon,jw-letters,True
jw-letter-1788b-39-to-walter-griffith,jw/letters/1788b/39-to-walter-griffith,B 39 To Walter Griffith,jw-letters,True
jw-letter-1788b-40-to-james-bogie,jw/letters/1788b/40-to-james-bogie,B 40 To James Bogie,jw-letters,True
jw-letter-1788b-41-to-mrs-cock,jw/letters/1788b/41-to-mrs-cock,B 41 To Mrs Cock,jw-letters,True
jw-letter-1788b-42-to-joseph-cownley,jw/letters/1788b/42-to-joseph-cownley,B 42 To Joseph Cownley,jw-letters,True
jw-letter-1788b-43-to-the-rev-mr-heath,jw/letters/1788b/43-to-the-rev-mr-heath,B 43 To The Rev Mr Heath,jw-letters,True
jw-letter-1788b-44-to-the-rev-mr-heath-at-cokesbury-college,jw/letters/1788b/44-to-the-rev-mr-heath-at-cokesbury-college,B 44 To The Rev Mr Heath At Cokesbury College,jw-letters,True
jw-letter-1788b-45-to-edward-jackson,jw/letters/1788b/45-to-edward-jackson,B 45 To Edward Jackson,jw-letters,True
jw-letter-1788b-46-to-william-stephens,jw/letters/1788b/46-to-william-stephens,B 46 To William Stephens,jw-letters,True
jw-letter-1788b-47-to-john-valton,jw/letters/1788b/47-to-john-valton,B 47 To John Valton,jw-letters,True
jw-letter-1788b-48-to-peter-mill,jw/letters/1788b/48-to-peter-mill,B 48 To Peter Mill,jw-letters,True
jw-letter-1788b-49-to-thomas-carlill,jw/letters/1788b/49-to-thomas-carlill,B 49 To Thomas Carlill,jw-letters,True
jw-letter-1788b-50-to-peter-mill,jw/letters/1788b/50-to-peter-mill,B 50 To Peter Mill,jw-letters,True
jw-letter-1788b-51-to-adam-clarke,jw/letters/1788b/51-to-adam-clarke,B 51 To Adam Clarke,jw-letters,True
jw-letter-1788b-52-to-benjamin-rhodes,jw/letters/1788b/52-to-benjamin-rhodes,B 52 To Benjamin Rhodes,jw-letters,True
jw-letter-1788b-53-to-john-blunt,jw/letters/1788b/53-to-john-blunt,B 53 To John Blunt,jw-letters,True
jw-letter-1788b-54-to-robert-carr-brackenbury,jw/letters/1788b/54-to-robert-carr-brackenbury,B 54 To Robert Carr Brackenbury,jw-letters,True
jw-letter-1788b-55-to-charles-bland,jw/letters/1788b/55-to-charles-bland,B 55 To Charles Bland,jw-letters,True
jw-letter-1788b-56-to-mr-c-bland-at-the-preaching-,jw/letters/1788b/56-to-mr-c-bland-at-the-preaching-,B 56 To Mr C Bland At The Preaching ,jw-letters,True
jw-letter-1788b-57-to-jasper-winscom,jw/letters/1788b/57-to-jasper-winscom,B 57 To Jasper Winscom,jw-letters,True
jw-letter-1788b-58-to-mr-jasper-winscorn-at-the,jw/letters/1788b/58-to-mr-jasper-winscorn-at-the,B 58 To Mr Jasper Winscorn At The,jw-letters,True
jw-letter-1788b-59-to-william-smith,jw/letters/1788b/59-to-william-smith,B 59 To William Smith,jw-letters,True
jw-letter-1788b-60-to-mrs-crosby,jw/letters/1788b/60-to-mrs-crosby,B 60 To Mrs Crosby,jw-letters,True
jw-letter-1788b-61-to-joseph-taylor,jw/letters/1788b/61-to-joseph-taylor,B 61 To Joseph Taylor,jw-letters,True
jw-letter-1788b-62-to-edward-coates,jw/letters/1788b/62-to-edward-coates,B 62 To Edward Coates,jw-letters,True
jw-letter-1788b-63-to-henry-moore,jw/letters/1788b/63-to-henry-moore,B 63 To Henry Moore,jw-letters,True
jw-letter-1788b-64-to-walter-churchey,jw/letters/1788b/64-to-walter-churchey,B 64 To Walter Churchey,jw-letters,True
jw-letter-1788b-65-to-peter-mill,jw/letters/1788b/65-to-peter-mill,B 65 To Peter Mill,jw-letters,True
jw-letter-1788b-66-to-mr-mill-at-the-orphan-house,jw/letters/1788b/66-to-mr-mill-at-the-orphan-house,B 66 To Mr Mill At The Orphan House,jw-letters,True
jw-letter-1788b-67-to-mrs-charles-wesley,jw/letters/1788b/67-to-mrs-charles-wesley,B 67 To Mrs Charles Wesley,jw-letters,True
jw-letter-1788b-68-to-sarah-mallet,jw/letters/1788b/68-to-sarah-mallet,B 68 To Sarah Mallet,jw-letters,True
jw-letter-1788b-69-to-mrs-cock,jw/letters/1788b/69-to-mrs-cock,B 69 To Mrs Cock,jw-letters,True
jw-letter-1789a-01-to-benjamin-rhodes,jw/letters/1789a/01-to-benjamin-rhodes,A 01 To Benjamin Rhodes,jw-letters,True
jw-letter-1789a-02-to-ann-bolton,jw/letters/1789a/02-to-ann-bolton,A 02 To Ann Bolton,jw-letters,True
jw-letter-1789a-03-to-duncan-mcallum,jw/letters/1789a/03-to-duncan-mcallum,A 03 To Duncan Mcallum,jw-letters,True
jw-letter-1789a-04-to-james-currie,jw/letters/1789a/04-to-james-currie,A 04 To James Currie,jw-letters,True
jw-letter-1789a-05-to-mrs-tighe,jw/letters/1789a/05-to-mrs-tighe,A 05 To Mrs Tighe,jw-letters,True
jw-letter-1789a-06-to-mrs-tighe-at-woodstock,jw/letters/1789a/06-to-mrs-tighe-at-woodstock,A 06 To Mrs Tighe At Woodstock,jw-letters,False
jw-letter-1789a-07-to-freeborn-garrettson,jw/letters/1789a/07-to-freeborn-garrettson,A 07 To Freeborn Garrettson,jw-letters,True
jw-letter-1789a-08-to-walter-churchey,jw/letters/1789a/08-to-walter-churchey,A 08 To Walter Churchey,jw-letters,True
jw-letter-1789a-09-to-robert-dull,jw/letters/1789a/09-to-robert-dull,A 09 To Robert Dull,jw-letters,True
jw-letter-1789a-10-to-thomas-rutherford,jw/letters/1789a/10-to-thomas-rutherford,A 10 To Thomas Rutherford,jw-letters,True
jw-letter-1789a-11-to-mrs-whereat,jw/letters/1789a/11-to-mrs-whereat,A 11 To Mrs Whereat,jw-letters,True
jw-letter-1789a-12-to-mrs-pat-whereat-at-the-new-room,jw/letters/1789a/12-to-mrs-pat-whereat-at-the-new-room,A 12 To Mrs Pat Whereat At The New Room,jw-letters,True
jw-letter-1789a-13-to-abraham-case,jw/letters/1789a/13-to-abraham-case,A 13 To Abraham Case,jw-letters,True
jw-letter-1789a-14-to-mrs-tighe,jw/letters/1789a/14-to-mrs-tighe,A 14 To Mrs Tighe,jw-letters,True
jw-letter-1789a-15-to-mrs-rogers,jw/letters/1789a/15-to-mrs-rogers,A 15 To Mrs Rogers,jw-letters,True
jw-letter-1789a-16-to-joseph-taylor,jw/letters/1789a/16-to-joseph-taylor,A 16 To Joseph Taylor,jw-letters,True
jw-letter-1789a-17-to-thomas-roberts,jw/letters/1789a/17-to-thomas-roberts,A 17 To Thomas Roberts,jw-letters,True
jw-letter-1789a-18-to-joseph-taylor,jw/letters/1789a/18-to-joseph-taylor,A 18 To Joseph Taylor,jw-letters,True
jw-letter-1789a-19-to-walter-churchey,jw/letters/1789a/19-to-walter-churchey,A 19 To Walter Churchey,jw-letters,True
jw-letter-1789a-20-to-ann-bolton,jw/letters/1789a/20-to-ann-bolton,A 20 To Ann Bolton,jw-letters,True
jw-letter-1789a-21-to-sarah-mallet,jw/letters/1789a/21-to-sarah-mallet,A 21 To Sarah Mallet,jw-letters,True
jw-letter-1789a-22-to-john-stretton,jw/letters/1789a/22-to-john-stretton,A 22 To John Stretton,jw-letters,True
jw-letter-1789a-23-to-george-holder,jw/letters/1789a/23-to-george-holder,A 23 To George Holder,jw-letters,True
jw-letter-1789a-24-to-mr-tegart,jw/letters/1789a/24-to-mr-tegart,A 24 To Mr Tegart,jw-letters,True
jw-letter-1789a-25-to-james-creighton,jw/letters/1789a/25-to-james-creighton,A 25 To James Creighton,jw-letters,True
