source_id,author,title,source_type,passages,words,non_word_rate,header_passages,top_offenders
jw-treatise-a-thought-on-necessity,john-wesley,Treatise A Thought On Necessity,treatise,6,2254,0.0639,0,traces:8; vibrations:7; apprehensions:5; says:4; ideas:4; tempers:4; compounded:3; follows:3; wheels:3; appearances:3; infers:2; reasonings:2; objects:2; Kames:2; moves:2; Hartley's:2; constitu:2; tion:2; Kames's:2; consequences:2
cw-093-the-aspiration-from-the-same-john-norris,charles-wesley,093 The Aspiration From The Same John Norris,hymn,1,206,0.0631,0,prison'd:1; Immur'd:1; avenues:1; gleams:1; Perceives:1; magnet's:1; pow'r:1; attracted:1; beauties:1; strikes:1; wings:1; imprison'd:1; edn:1
jw-letter-1725-04-to-his-mother,john-wesley,04 To His Mother,letter,3,1126,0.0631,0,perceived:10; exists:5; senses:4; says:3; conceived:3; qualities:3; Berkeley's:2; Hylas:2; Fiddes:2; denying:2; minds:2; Foulkes:2; Cloyne:1; adhering:1; vols:1; introduces:1; replies:1; undertakes:1; inferences:1; implies:1
cw-001-solitude-from-the-latin,charles-wesley,001 Solitude From The Latin,hymn,1,207,0.0628,0,inspires:1; Softest:1; quires:1; combin'd:1; retir'd:1; envy'd:1; Preparing:1; stains:1; ripens:1; Hoarded:1; Tow'rs:1; palaces:1; learn'd:1
jw-letter-1755-02-to-samuel-furly,john-wesley,02 To Samuel Furly,letter,1,192,0.0625,0,sfta:1; languages:1; enabling:1; degrees:1; ends:1; Hallifax:1; deals:1; says:1; entitled:1; dreamed:1; Peterhouse:1; awakened:1
jw-letter-1783a-28-to-rev-mr-c-wesley-no-1-in-chester-,john-wesley,A 28 To Rev Mr C Wesley No 1 In Chester ,letter,1,16,0.0625,0,ChesterSource:1
jw-letter-1784b-24-to-sarah-baker,john-wesley,B 24 To Sarah Baker,letter,1,80,0.0625,0,hindered:1; beasts:1; Gwinnett's:1; rioters:1; pounds:1
jw-letter-1790b-14-to-sarah-baker,john-wesley,B 14 To Sarah Baker,letter,1,64,0.0625,0,o'clock:1; dined:1; Flaxman's:1; Paynton:1
jw-treatise-murder-prevented-by-threefold-dream,john-wesley,Treatise Murder Prevented By Threefold Dream,treatise,1,289,0.0623,0,dreamed:2; Prevented:1; stripes:1; resented:1; keave:1; seemed:1; behaved:1; surprised:1; observed:1; asked:1; embroidered:1; examined:1; denying:1; extorted:1; remembered:1; revenged:1; dismissed:1
jw-letter-1739-30-to-james-hutton,john-wesley,30 To James Hutton,letter,1,242,0.062,0,seized:2; breakfasted:1; people's:1; began:1; aunts:1; expressions:1; strongest:1; agonies:1; doubted:1; mocked:1; rr:1; pangs:1; Weavers':1; healed:1
cw-008-a-hymn-for-charity-children-another-1,charles-wesley,008 A Hymn For Charity Children Another 1,hymn,3,260,0.0615,0,orbs:2; roul:2; link'd:2; Poiz'd:2; work's:2; edn:2; creeps:2; silenc'd:2
jw-letter-1781b-06-to-his-niece-sarah-wesley,john-wesley,B 06 To His Niece Sarah Wesley,letter,2,488,0.0615,0,attaining:2; requires:2; hurts:2; weakens:2; granted:1; attained:1; constitutions:1; soddens:1; parboils:1; sows:1; seeds:1; headaches:1; terminating:1; blunts:1; dulls:1; nobler:1; affections:1; impairs:1; vigour:1; infuses:1
cw-026-glory-be-to-god-on-high,charles-wesley,026 Glory Be To God On High,hymn,1,212,0.0613,0,world's:2; attonement:2; edn:2; forgiv'n:1; belov'd:1; heav'nly:1; ador'd:1; pow'r:1; offending:1; Pow'rful:1
jw-letter-1777-09-to-joseph-benson,john-wesley,09 To Joseph Benson,letter,1,163,0.0613,0,subscribers:2; Survery:1; Creatin:1; Goldsmith's:1; volumes:1; Michl:1; procured:1; extirpating:1; meets:1
jw-letter-1736-01-to-dr-burton,john-wesley,01 To Dr Burton,letter,2,590,0.061,0,THR:1; HONOURED:1; prospered:1; wanted:1; conveniences:1; expected:1; fainted:1; prevented:1; pursuing:1; storms:1; ships:1; opportunities:1; instructing:1; passengers:1; embarking:1; assisted:1; endeavors:1; catechizing:1; applying:1; awakened:1
jw-letter-1745-05-to-john-stephenson,john-wesley,05 To John Stephenson,letter,1,82,0.061,0,fulfilled:2; surprised:1; specified:1; can't:1
cw-duke-thanksgiving-hymns-1746,charles-wesley,Thanksgiving Hymns (1746),hymn-collection,6,2254,0.0608,0,troops:4; quell'd:2; Rush'd:2; wings:2; shelter'd:2; danger's:2; scorn'd:2; vulturs:2; aliens:2; nation's:2; updated:1; greeted:1; yearold:1; defeated:1; Culloden:1; containing:1; defenders:1; esp:1; copies:1; colonists:1
jw-letter-1763-12-to-the-editor-of-the-london-chronicle,john-wesley,12 To The Editor Of The London Chronicle,letter,1,330,0.0606,0,bawling:1; asserted:1; maintained:1; surprised:1; remembered:1; mentioning:1; prints:1; faces:1; proves:1; plainest:1; says:1; transcribed:1; volumes:1; Abridgements:1; writers:1; tacked:1; occurred:1; stretching:1; shrugged:1; shoulders:1
jw-letter-1769-39-to-mrs-woodhouse,john-wesley,39 To Mrs Woodhouse,letter,1,66,0.0606,0,circumstances:1; attending:1; believed:1; counsels:1
cw-001-gods-love-and-power,charles-wesley,001 Gods Love And Power,hymn,1,182,0.0604,0,channels:1; Deprived:1; banish'd:1; beams:1; temp'rate:1; rays:1; lustre:1; judgment's:1; fears:1; threats:1; can't:1
jw-letter-1790a-31-to-peard-dickinson,john-wesley,A 31 To Peard Dickinson,letter,1,199,0.0603,0,gelideque:2; conveniences:1; slowness:1; omnes:1; tardi:1; ministrat:1; oranes:1; tirnide:1; rninistrat:1; increases:1; decreases:1
jw-letter-1731-09-to-mrs-pendarves,john-wesley,09 To Mrs Pendarves,letter,1,350,0.06,0,walked:2; shows:1; objects:1; 'occurred:1; journeys:1; effaced:1; recalled:1; obligations:1; enjoyed:1; Danced:1; occurs:1; entries:1; returns:1; showed:1; meadows:1; Horrel:1; expectations:1; reconciled:1; indulged:1; begs:1
jw-letter-1774-19-to-thomas-stedman,john-wesley,19 To Thomas Stedman,letter,1,150,0.06,0,volumes:2; pleases:1; shillings:1; concludes:1; placed:1; passages:1; reader's:1; ensuing:1
jw-letter-1781b-32-to-henry-fisher,john-wesley,B 32 To Henry Fisher,letter,1,50,0.06,0,avenged:1; Cranmer:1; heretics:1
jw-letter-1788a-18-to-david-gordon,john-wesley,A 18 To David Gordon,letter,1,101,0.0594,0,represented:1; neglected:1; neglects:1; persists:1; can't:1; tickets:1
cw-duke-hymns-in-word-for-a-protestant-1745,charles-wesley,Hymns in Word for a Protestant (1745),hymn,45,2902,0.0593,0,edn:28; copies:10; troops:4; records:4; needed:4; np:4; abhor'd:4; merits:4; threatened:2; Stuart's:2; distributing:2; argued:2; urges:2; contained:2; survived:2; earliest:2; contains:2; dated:2; indicating:2; cases:2
cw-arise-my-soul,charles-wesley,"Arise, My Soul, Arise",hymn,6,304,0.0592,0,fears:2; redeeming:2; atoned:2; sprinkles:2; ransomed:2; hears:2; reconciled:2; pard'ning:2; owns:2
cw-duke-hymns-for-the-nation-1781,charles-wesley,Hymns for the Nation (1781),hymn-collection,13,4662,0.0592,0,nation's:6; plagues:4; woes:4; began:3; fulfill'd:3; murtherers:3; people's:3; seas:3; steps:3; disheartened:2; followed:2; numbering:2; np:2; reveal'd:2; rebellion's:2; crimes:2; spurn'd:2; forsook:2; perjur'd:2; ends:2
cw-duke-tumult-hymns-1780,charles-wesley,Tumult Hymns (1780),hymn-collection,9,3260,0.0589,0,allowed:3; restrictions:3; wings:3; country's:3; croud:3; shared:2; waves:2; people's:2; Republished:2; threatnings:2; Havock:2; outstretch'd:2; evils:2; counsels:2; knowst:2; brands:2; nation's:2; traitors:2; reigns:2; Assassins:2
jw-letter-1777-47-to-samuel-wells,john-wesley,47 To Samuel Wells,letter,1,238,0.0588,0,contributions:3; observed:1; abilities:1; Braford:1; Seand:1; Catbench:1; chooses:1; pounds:1; complaints:1; prevented:1; tickets:1; subscriptions:1
jw-letter-1789a-36-to-thomas-wride,john-wesley,A 36 To Thomas Wride,letter,1,102,0.0588,0,surprised:1; fears:1; wisest:1; Lowthers:1; publishing:1; hornets:1
cw-039-hymn-after-the-sacrament,charles-wesley,039 Hymn After The Sacrament,hymn,1,205,0.0585,0,edn:2; forgiv'n:1; altars:1; heav'nly:1; pow'rs:1; th'accepted:1; hopes:1; pow'r:1; reigns:1; controuls:1; atoning:1
cw-011-after-a-recovery-from-sickness,charles-wesley,011 After A Recovery From Sickness,hymn,1,445,0.0584,0,pow'r:4; Wondring:1; look'd:1; lids:1; horrors:1; eclips'd:1; check'd:1; hopes:1; redoubled:1; agonies:1; pray'r:1; deliv'rance:1; pangs:1; conq'ror:1; ungrasp'd:1; expir'd:1; gnaw'd:1; lengthen'd:1; unloos'd:1; employ'd:1
jw-letter-1768-52-to-thomas-rankin,john-wesley,52 To Thomas Rankin,letter,2,565,0.0584,0,pounds:3; burthens:2; exerting:1; foresaw:1; debts:1; discharged:1; amounting:1; occurs:1; guineas:1; delayed:1; subscribing:1; contributing:1; 'wanted:1; shoulders:1; gospel's:1; contributed:1; hopes:1; required:1; expectations:1; flattered:1
jw-letter-1739-31-to-his-brother-charles,john-wesley,31 To His Brother Charles,letter,3,909,0.0583,0,asked:3; informations:2; summoned:2; practices:2; increased:2; deposed:2; expounded:2; ISLINOTON:1; associates:1; reproved:1; faults:1; resented:1; required:1; deprived:1; livings:1; infecta:1; neighbouring:1; Erskines:1; adherents:1; debated:1
jw-letter-1789b-13-to-dr-bradshaw,john-wesley,B 13 To Dr Bradshaw,letter,1,103,0.0583,0,pounds:2; quamdiu:2; gesserint:2
jw-letter-1789b-28-to-the-printer-of-the-bristol-gazette,john-wesley,B 28 To The Printer Of The Bristol Gazette,letter,1,206,0.0583,0,hops:4; observes:1; fermented:1; ingredients:1; agrees:1; kingdoms:1; hops':1; arising:1; deserves:1
jw-letter-1739-10-to-james-hutton,john-wesley,10 To James Hutton,letter,1,292,0.0582,0,says:2; youngest:1; straitened:1; Fish's:1; Can't:1; pleaded:1; discussed:1; proposed:1; expelling:1; consented:1; nem:1; disowned:1; Herinhut:1; Experiences:1; Hopsoh's:1; complains:1
jw-letter-1790a-15-to-joseph-benson,john-wesley,A 15 To Joseph Benson,letter,1,155,0.0581,0,se'nnight:1; remaining:1; dated:1; Miles's:1; Gardner:1; papers:1; sated:1; writers:1; gainsayers:1
cw-011-a-hymn-to-be-sung-at-sea,charles-wesley,011 A Hymn To Be Sung At Sea,hymn,1,138,0.058,0,seas:1; controuls:1; worlds:1; paths:1; waves:1; footsteps:1; aw'd:1; heights:1
jw-letter-1771-13-to-joseph-benson,john-wesley,13 To Joseph Benson,letter,1,138,0.058,0,lines:1; Invenio:1; corde:1; simplicem:1; turbatis:1; ideis:1; ideas:1; Hallward:1
jw-treatise-account-of-brothers-steps,john-wesley,Treatise Account Of Brothers Steps,treatise,3,828,0.058,0,Brothers':3; showed:3; steps:3; Steps:2; brothers:2; prints:2; inches:2; remembered:2; testified:2; wanted:2; candour:2; duelling:1; relled:1; BROTHERs':1; sTEPs:1; retains:1; agonizing:1; flourishes:1; Lincoln's:1; whem:1
jw-journal-vol4-7,john-wesley,Journal Vol4 7,journal,544,206285,0.0579,0,seemed:283; began:186; reached:146; ofthe:129; larger:114; ofGod:94; hearers:84; behaved:84; visited:78; largest:75; tion:72; walked:65; increased:62; surprised:59; observed:56; ofthem:50; expected:48; contained:48; pounds:48; gregation:48
jw-letter-1731-01-to-his-father,john-wesley,01 To His Father,letter,4,1420,0.0577,0,chooses:8; evils:7; elections:5; beings:4; faculties:3; appetites:3; properties:2; conveniences:2; flows:2; choices:2; endued:2; agents:2; hindered:2; builds:1; contrived:1; divides:1; chapters:1; conceptions:1; proposes:1; solved:1
cw-068-for-the-anniversary-day-of-ones-conversion,charles-wesley,068 For The Anniversary Day Of Ones Conversion,hymn,1,401,0.0574,0,One's:2; tongues:2; expir'd:1; ceas'd:1; began:1; atoning:1; own'd:1; Ascertain'd:1; pass'd:1; glories:1; honours:1; charms:1; fears:1; cancell'd:1; foulest:1; avail'd:1; loosen'd:1; thieves:1; believes:1; crimes:1
cw-duke-catholic-love-1755,charles-wesley,Catholic Love (1755),hymn,12,940,0.0574,0,tensions:6; updated:2; beliefs:2; practices:2; responding:2; remaining:2; branches:2; issued:2; attaching:2; reprints:2; heightened:2; variants:2; NR:2; modes:2; inflames:2; sects:2; edn:2; Inlarg'd:2; purest:2; anointing:2
jw-letter-1789a-39-to-lancelot-harrison,john-wesley,A 39 To Lancelot Harrison,letter,1,157,0.0573,0,informs:1; outran:1; pounds:1; promised:1; thirds:1; subscribed:1; prospers:1; Blighton:1; etc:1
cw-duke-additional-hymns-for-1756,charles-wesley,Additional Hymns for 1756,hymn,23,1820,0.0571,0,ills:4; skirmishes:2; occurred:2; colonists:2; tribes:2; hostilities:2; voices:2; compatriots:2; reveals:2; clears:2; establishes:2; hints:2; events:2; pervades:2; sts:2; occasioned:2; edn:2; updated:2; Victims:2; murtherer's:2
jw-letter-1772-48-to-joseph-thompson,john-wesley,48 To Joseph Thompson,letter,1,123,0.0569,0,entertained:1; overcharged:1; observed:1; blames:1; undertakes:1; ipso:1; facto:1
jw-treatise-roman-catechism-with-reply,john-wesley,Treatise Roman Catechism With Reply,treatise,45,16480,0.0569,0,sacraments:19; indulgences:9; ceremonies:9; contained:8; instituted:8; pretence:7; believed:7; granted:7; purged:7; tion:7; relics:7; pictures:7; required:6; worshipped:6; benefits:6; adds:6; elements:6; anointing:6; authors:5; requires:5
cw-016-matthew-53,charles-wesley,016 Matthew 53,hymn,1,319,0.0564,0,edn:6; prevails:1; petitions:1; heart's:1; displicence:1; pursuing:1; neglects:1; glory's:1; skirts:1; steals:1; wishes:1; fans:1; imparted:1
cw-027-upon-parting-with-his-friends-part-i-part-v,charles-wesley,027 Upon Parting With His Friends Part I Part V,hymn,1,267,0.0562,0,wants:1; woes:1; wander'd:1; circles:1; rov'd:1; pursuits:1; flutt'ring:1; 'Stablish:1; 'stablish'd:1; wand'rings:1; larger:1; numbered:1; Presidents:1; 'Stablish'd:1; edn:1
cw-017-christ-the-friend-of-sinners,charles-wesley,017 Christ The Friend Of Sinners,hymn,3,748,0.0561,0,forgiven:4; edn:4; wond'ring:2; show'd:2; records:2; changes:2; favours:2; hiding:2; thieves:2; receives:2; Magdalens:2; ruffians:2; murders:2; crimes:2; borrowed:2; invites:2; flow'd:2; pardons:2; guilt's:2
cw-025-upon-parting-with-his-friends-part-i-part-iii,charles-wesley,025 Upon Parting With His Friends Part I Part Iii,hymn,1,196,0.0561,0,pursues:1; holds:1; refuses:1; vindicates:1; afflicts:1; weighs:1; complaining:1; ends:1; seiz'd:1; forbad:1; ling'ring:1
cw-duke-hymns-for-the-year-1756,charles-wesley,Hymns for the Year 1756,hymn-collection,12,4224,0.0561,0,people's:4; edn:4; began:3; plagues:3; woes:3; deepest:3; pard'ning:3; aliens:3; flames:3; forsook:3; invading:3; trumpet's:3; troops:2; hints:2; republished:2; spar'd:2; threatned:2; chastisements:2; storms:2; slaughtering:2
cw-duke-epistle-to-whitefield-1771,charles-wesley,Epistle to Whitefield (1771),hymn,19,2390,0.0561,0,publishing:4; other's:4; counsels:4; updated:2; experiencing:2; rebuilding:2; relationships:2; concerns:2; hopes:2; von:2; recipients:2; website:2; prodded:2; brothers:2; challenging:2; brands:2; angel's:2; list'ned:2; couz'ning:2; sounded:2
cw-hark-the-herald,charles-wesley,Hark! The Herald Angels Sing,hymn,4,286,0.0559,0,newborn:4; reconciled:2; th'angelic:2; adored:2; Virgin's:2; th'incarnate:2; wings:2
cw-035-hymn-to-christ-the-king,charles-wesley,035 Hymn To Christ The King,hymn,1,340,0.0559,0,pow'r:3; choicest:1; strains:1; reigns:1; harps:1; voices:1; monarchs:1; thrones:1; pow'rs:1; remotest:1; dragon's:1; defy'd:1; hurl'd:1; deepest:1; destroy'dst:1; redeem'dst:1; fears:1
cw-duke-earthquake-hymns-1750-pt-i,charles-wesley,Earthquake Hymns (1750) Pt I,hymn-collection,6,2100,0.0557,0,edn:12; occasioned:3; storms:2; events:2; portents:2; o'erthrow:2; troubles:2; updated:1; records:1; followed:1; heavier:1; shows:1; brothers:1; shared:1; accidents:1; expressions:1; cases:1; failures:1; duties:1; directing:1
jw-letter-1769-37-to-mr---,john-wesley,37 To Mr   ,letter,1,36,0.0556,0,se'nnight:1; o'clock:1
jw-letter-1788a-15-to-charles-wesley,john-wesley,A 15 To Charles Wesley,letter,1,54,0.0556,0,cured:2; endorses:1
cw-sermon-xii,charles-wesley,CW Sermon XII: 1 Kings 18:21,sermon,17,3501,0.0554,0,affections:9; promised:5; cares:4; pleasures:3; wilfully:3; tion:2; professes:2; opi:2; nions:2; ordinances:2; faculties:2; severest:2; terms:2; fection:2; stops:2; denounced:2; services:2; suffers:2; redeemed:2; Cutter's:1
jw-treatise-serious-address-to-people-of-england,john-wesley,Treatise Serious Address To People Of England,treatise,11,3960,0.0553,0,fewer:14; fisheries:9; ships:7; respects:6; manufactures:6; taxes:6; increased:5; coasts:5; decreased:4; towns:4; pounds:4; owes:3; senses:2; consequences:2; evils:2; inquirers:2; jumped:2; speeches:2; killed:2; affirmed:2
jw-treatise-scheme-of-self-examination,john-wesley,Treatise Scheme Of Self Examination,treatise,3,1032,0.0552,0,exhorted:4; fervour:2; adverted:2; respects:2; begged:2; commended:2; neighbour:2; asked:2; acted:1; views:1; Recol:1; lected:1; unin:1; terrupted:1; observed:1; owned:1; paused:1; concluded:1; ejaculations:1; meditated:1
jw-letter-1784a-02-to-robert-carr-brackenbury,john-wesley,A 02 To Robert Carr Brackenbury,letter,1,109,0.055,0,Lelivre's:1; Histoire:1; du:1; Mthodisme:1; dans:1; conveniences:1
cw-soldiers-of-christ-arise,charles-wesley,"Soldiers of Christ, Arise",hymn,4,256,0.0547,0,supplies:2; pow'r:2; trusts:2; endued:2; pow'rs:2; conflicts:2; o'ercome:2
cw-005-hymn-to-contempt,charles-wesley,005 Hymn To Contempt,hymn,1,274,0.0547,0,bow'd:2; nobler:1; treads:1; wings:1; distracting:1; conflict's:1; favourites:1; heav'n's:1; fav'rite:1; deign'd:1; sanctify'd:1; undismay'd:1; sharpest:1; embrac'd:1
cw-duke-hymns-and-sacred-poems-1739-cw-verse,charles-wesley,Hymns and Sacred Poems (1739) CW Verse,hymn-collection,41,15376,0.0546,0,edn:85; pow'r:27; heav'nly:13; pray'r:9; changes:9; pow'rs:8; records:7; wings:7; promis'd:7; forgiv'n:7; quick'ning:6; wants:5; items:4; etc:4; mercies:4; know'st:4; wishes:4; fears:4; forgiven:4; heav'ns:4
cw-duke-elegy-on-robert-jones-1742,charles-wesley,Elegy on Robert Jones (1742),hymn-collection,14,4760,0.0546,0,edn:5; pass'd:3; pleasures:3; truths:3; became:2; pursu'd:2; Tir'd:2; look'd:2; follies:2; forgiven:2; mercies:2; reach'd:2; atoning:2; search'd:2; bestow'd:2; redeeming:2; sojourning:2; abhor'd:2; chearfully:2; labour'd:2
cw-duke-arminian-magazine-1778-87,charles-wesley,Arminian Magazine (1778-87),hymn-collection,33,9531,0.0546,0,heav'nly:12; pow'r:10; wings:5; reveal'd:4; vanquish'd:4; fears:4; pray'r:4; tri'd:4; abhorr'd:4; subdu'd:4; cases:3; ascends:3; favourite:3; right'ousness:3; pow'rs:3; pray'rs:3; bestow'd:3; know'st:3; crucifi'd:3; steps:3
cw-046-redemption-found-from-the-german-johann-andreas-rothe,charles-wesley,046 Redemption Found From The German Johann Andreas Rothe,hymn,1,257,0.0545,0,soul's:1; world's:1; surpasses:1; melts:1; von:1; der:1; ysenhaus:1; assails:1; that's:1; waves:1; storms:1; wither'd:1; relies:1; foundations:1
jw-treatise-calm-address-to-american-colonies,john-wesley,Treatise Calm Address To American Colonies,treatise,12,4303,0.0544,0,privileges:13; ancestors:8; charters:7; entitled:6; says:6; rights:6; terms:5; governed:5; votes:4; granted:4; taxes:4; represented:3; electors:3; enjoyed:3; descendants:3; allowed:3; quotations:2; assisted:2; proves:2; grants:2
cw-004-looking-unto-jesus-from-the-german-maria-böhmer,charles-wesley,004 Looking Unto Jesus From The German Maria Böhmer,hymn,1,184,0.0543,0,hmer:2; fears:1; avails:1; forsook:1; sinn'd:1; aspires:1; von:1; der:1; ysenhaus:1
cw-066-to-be-sung-in-a-tumult,charles-wesley,066 To Be Sung In A Tumult,hymn,1,408,0.0539,0,reigns:2; threatnings:1; bosoms:1; quick'ning:1; strains:1; Sorer:1; floods:1; children's:1; overpowers:1; Shouts:1; Lifts:1; voices:1; stars:1; archangels:1; inlightned:1; flames:1; nigher:1; victor's:1; seats:1; conqu'rors:1
jw-letter-1771-82-to-john-valton,john-wesley,82 To John Valton,letter,1,204,0.0539,0,neighbours:1; prescribed:1; labours:1; began:1; prescriptions:1; Promoting:1; Tissot:1; constitutions:1; attending:1; prevailing:1; producing:1
cw-008-grace-after-meat-part-i,charles-wesley,008 Grace After Meat Part I,hymn,1,130,0.0538,0,edn:2; beings:1; pow'r:1; Heav'nward:1; aspires:1; requires:1
jw-letter-1770-33-to-richard-locke,john-wesley,33 To Richard Locke,letter,1,260,0.0538,0,writers:2; supposes:1; minds:1; mazes:1; causes:1; illustrators:1; gained:1; Leibnitz:1; Fleetwood:1; Mosheim:1; finest:1; authors:1; mixing:1
jw-letter-1771-46-to-miss-march,john-wesley,46 To Miss March,letter,1,373,0.0536,0,COCKHILL:1; purchased:1; another's:1; burthens:1; suffered:1; steps:1; softens:1; unnerves:1; kinds:1; degrees:1; employments:1; perseveres:1; seasons:1; approved:1; Says:1; stops:1; writeth:1; ceasing:1; enjoys:1; grows:1
jw-treatise-thoughts-on-scarcity-of-provisions,john-wesley,Treatise Thoughts On Scarcity Of Provisions,treatise,7,2559,0.0535,0,causes:7; taxes:7; provisions:5; pounds:4; oats:4; farmers:4; observed:3; distillers:3; countrymen:3; exported:3; hundreds:3; eggs:3; farms:3; assigns:2; hints:2; starving:2; conveniencies:2; distil:2; meats':2; tongues:2
cw-duke-thanksgiving-hymns-1759,charles-wesley,Thanksgiving Hymns (1759),hymn-collection,12,4418,0.0534,0,invader's:4; ships:3; nation's:3; victories:2; suffered:2; shew'd:2; shouts:2; prophane:2; promis'd:2; mercies:2; favour'd:2; requires:2; threatning:2; people's:2; aliens:2; gulph:2; plots:2; causes:2; trophies:2; oppos'd:2
